 שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
קרית ענבים, 0000078, 0000275, 0000210, 0000003, 0000207, 0000085, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000002, 0000000, 0000000, 0000003, 0000000, 0000007, 0000009, 0000037, 0000000, 0000000, 0000002, 0000000, 0000001, 0000000, 0000034, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000018, 0000000, 0000001, 0000001, 0000002, 0000002
קרית עקרון, 0000469, 0007918, 0005176, 0000070, 0005106, 0000440, 0000020, 0000002, 0000000, 0000006, 0000002, 0000005, 0000018, 0000000, 0000009, 0000647, 0000023, 0000134, 0001842, 0000055, 0000002, 0000001, 0000079, 0000000, 0000001, 0000000, 0000494, 0000261, 0000004, 0000000, 0000011, 0000004, 0000083, 0000209, 0000004, 0000004, 0000064, 0000009, 0000673
קרית שמונה, 0002800, 0018312, 0010044, 0000166, 0009878, 0000789, 0000050, 0000003, 0000002, 0000007, 0000002, 0000015, 0000067, 0000000, 0000011, 0001417, 0000083, 0000378, 0003629, 0000134, 0000003, 0000003, 0000170, 0000004, 0000003, 0000004, 0000848, 0000083, 0000003, 0000000, 0000003, 0000005, 0000331, 0000430, 0000009, 0000002, 0000168, 0000065, 0001157
קרני שומרון, 0003640, 0004717, 0003511, 0000034, 0003477, 0000080, 0000021, 0000001, 0000000, 0000003, 0000000, 0000001, 0000004, 0000000, 0000006, 0001500, 0000001, 0000013, 0000904, 0000016, 0000002, 0000002, 0000478, 0000002, 0000000, 0000000, 0000158, 0000041, 0000003, 0000000, 0000004, 0000001, 0000026, 0000037, 0000001, 0000000, 0000036, 0000006, 0000130
קשת, 0004006, 0000374, 0000294, 0000001, 0000293, 0000002, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000241, 0000000, 0000000, 0000017, 0000000, 0000000, 0000000, 0000020, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000001, 0000000, 0000004
ראמה, 0000543, 0005722, 0003160, 0000082, 0003078, 0000159, 0000007, 0000899, 0000000, 0000001, 0000000, 0000763, 0000007, 0000000, 0000000, 0000101, 0000000, 0000035, 0000340, 0000103, 0000000, 0000000, 0000002, 0000000, 0000260, 0000000, 0000013, 0000001, 0000000, 0000000, 0000001, 0000002, 0000013, 0000079, 0000015, 0000004, 0000007, 0000001, 0000265
ראס אל-עין, 0001334, 0000217, 0000111, 0000000, 0000111, 0000001, 0000000, 0000043, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000001, 0000000, 0000003, 0000009, 0000001, 0000000, 0000000, 0000000, 0000000, 0000012, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000002, 0000000, 0000000, 0000000, 0000000, 0000013
ראס עלי, 0000990, 0000302, 0000179, 0000002, 0000177, 0000045, 0000001, 0000003, 0000000, 0000000, 0000000, 0000022, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000003, 0000000, 0000000, 0000000, 0000000, 0000000, 0000095, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000001
ראש העין, 0002640, 0028857, 0021144, 0000141, 0021003, 0002325, 0000254, 0000001, 0000000, 0000012, 0000002, 0000022, 0000177, 0000000, 0000025, 0002272, 0000035, 0000524, 0005527, 0000574, 0000003, 0000003, 0000330, 0000005, 0000003, 0000006, 0003649, 0001970, 0000004, 0000000, 0000011, 0000022, 0000279, 0000898, 0000006, 0000003, 0000206, 0000026, 0001829
ראש פינה, 0000026, 0002058, 0001518, 0000009, 0001509, 0000354, 0000009, 0000002, 0000000, 0000001, 0000000, 0000007, 0000036, 0000000, 0000002, 0000121, 0000002, 0000034, 0000245, 0000182, 0000000, 0000000, 0000054, 0000002, 0000001, 0000002, 0000227, 0000004, 0000000, 0000000, 0000001, 0000001, 0000033, 0000125, 0000001, 0000001, 0000042, 0000007, 0000013
ראש צורים, 0003602, 0000436, 0000391, 0000002, 0000389, 0000004, 0000006, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000294, 0000000, 0000000, 0000041, 0000000, 0000000, 0000000, 0000018, 0000000, 0000000, 0000000, 0000007, 0000000, 0000000, 0000000, 0000000, 0000000, 0000012, 0000001, 0000000, 0000000, 0000002, 0000001, 0000002
ראשון לציון, 0008300, 0191230, 0126648, 0001303, 0125345, 0016999, 0000727, 0000025, 0000023, 0000287, 0000012, 0000131, 0001027, 0000000, 0000254, 0008330, 0001039, 0003146, 0039288, 0003119, 0000020, 0000041, 0001337, 0000050, 0000027, 0000111, 0028745, 0000781, 0000093, 0000000, 0000123, 0000065, 0001490, 0009147, 0000108, 0000059, 0001751, 0000421, 0006569
רבבה, 0003795, 0000626, 0000582, 0000001, 0000581, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000462, 0000000, 0000000, 0000040, 0000000, 0000000, 0000000, 0000060, 0000000, 0000000, 0000001, 0000000, 0000005, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008
רבדים, 0000564, 0000426, 0000313, 0000000, 0000313, 0000064, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000008, 0000000, 0000000, 0000009, 0000002, 0000002, 0000006, 0000153, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000041, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000012, 0000000, 0000000, 0000010, 0000000, 0000000
רביבים, 0000354, 0000654, 0000424, 0000004, 0000420, 0000221, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000017, 0000000, 0000002, 0000013, 0000002, 0000010, 0000032, 0000045, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000028, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000027, 0000000, 0000000, 0000011, 0000002, 0000002
רגבה, 0000390, 0000784, 0000607, 0000002, 0000605, 0000259, 0000001, 0000000, 0000000, 0000001, 0000000, 0000001, 0000004, 0000000, 0000001, 0000012, 0000000, 0000006, 0000068, 0000044, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000, 0000138, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000055, 0000000, 0000000, 0000002, 0000004, 0000006
רגבים, 0000444, 0000335, 0000208, 0000000, 0000208, 0000087, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000, 0000009, 0000000, 0000010, 0000010, 0000036, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000032, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000007, 0000000, 0000000, 0000007, 0000002, 0000002
רהט, 0001161, 0023793, 0013460, 0000218, 0013242, 0000126, 0000010, 0003951, 0000004, 0000006, 0000012, 0000729, 0000003, 0000000, 0000011, 0000138, 0000008, 0000015, 0000107, 0000116, 0000008, 0000012, 0000015, 0000012, 0007455, 0000007, 0000050, 0000016, 0000011, 0000000, 0000017, 0000019, 0000036, 0000071, 0000034, 0000023, 0000016, 0000018, 0000186
רווחה, 0002051, 0000396, 0000301, 0000003, 0000298, 0000008, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000071, 0000000, 0000008, 0000088, 0000001, 0000000, 0000000, 0000008, 0000000, 0000000, 0000000, 0000009, 0000003, 0000000, 0000000, 0000000, 0000000, 0000001, 0000003, 0000000, 0000000, 0000005, 0000000, 0000092
רוויה, 0002016, 0000210, 0000142, 0000000, 0000142, 0000001, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000022, 0000000, 0000003, 0000042, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000004, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000003, 0000000, 0000000, 0000000, 0000000, 0000059
רוחמה, 0000362, 0000462, 0000310, 0000001, 0000309, 0000095, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000001, 0000011, 0000000, 0000005, 0000009, 0000137, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000031, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000015, 0000000, 0000000, 0000000, 0000001, 0000000
רומאנה, 0000539, 0000554, 0000413, 0000002, 0000411, 0000002, 0000000, 0000064, 0000000, 0000000, 0000000, 0000215, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000125, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000
רומת הייב, 0000997, 0001099, 0000382, 0000025, 0000357, 0000051, 0000001, 0000004, 0000000, 0000000, 0000001, 0000028, 0000000, 0000000, 0000000, 0000014, 0000000, 0000026, 0000024, 0000011, 0000001, 0000000, 0000000, 0000001, 0000058, 0000000, 0000003, 0000001, 0000000, 0000000, 0000000, 0000000, 0000008, 0000032, 0000000, 0000000, 0000000, 0000000, 0000093
רועי, 0003619, 0000175, 0000139, 0000000, 0000139, 0000012, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000001, 0000042, 0000000, 0000002, 0000029, 0000004, 0000000, 0000000, 0000005, 0000000, 0000000, 0000000, 0000019, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000014, 0000000, 0000000, 0000003, 0000000, 0000002
רחוב, 0000854, 0000269, 0000181, 0000002, 0000179, 0000002, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000019, 0000000, 0000007, 0000073, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000014, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000006, 0000000, 0000000, 0000001, 0000000, 0000053
רחובות, 0008400, 0093606, 0062704, 0000557, 0062147, 0008253, 0002263, 0000013, 0000005, 0000051, 0000004, 0000116, 0000408, 0000000, 0000108, 0006780, 0000243, 0000968, 0016763, 0002715, 0000016, 0000018, 0001639, 0000031, 0000014, 0000018, 0010401, 0001309, 0000045, 0000000, 0000169, 0000027, 0000790, 0003425, 0000045, 0000040, 0000643, 0000135, 0004692
ריחאניה, 0000540, 0000843, 0000424, 0000009, 0000415, 0000140, 0000000, 0000006, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000000, 0000002, 0000000, 0000020, 0000087, 0000009, 0000000, 0000000, 0000000, 0000000, 0000010, 0000000, 0000035, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000077, 0000000, 0000000, 0000005, 0000000, 0000011
ריחן, 0003568, 0000120, 0000089, 0000000, 0000089, 0000026, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000011, 0000000, 0000001, 0000014, 0000007, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000016, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000004, 0000000, 0000000, 0000003, 0000001, 0000001
ריינה, 0000542, 0009572, 0005140, 0000093, 0005047, 0000090, 0000003, 0001767, 0000000, 0000002, 0000001, 0001445, 0000007, 0000000, 0000000, 0000004, 0000001, 0000009, 0000033, 0000035, 0000000, 0000002, 0000001, 0000002, 0001485, 0000000, 0000005, 0000000, 0000000, 0000000, 0000001, 0000001, 0000015, 0000016, 0000007, 0000012, 0000005, 0000001, 0000097
רימונים, 0003565, 0000432, 0000282, 0000000, 0000282, 0000014, 0000001, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000048, 0000000, 0000001, 0000133, 0000002, 0000000, 0000000, 0000029, 0000000, 0000001, 0000001, 0000021, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000007, 0000000, 0000000, 0000006, 0000002, 0000008
רינתיה, 0000616, 0000650, 0000493, 0000001, 0000492, 0000061, 0000004, 0000000, 0000000, 0000001, 0000000, 0000004, 0000016, 0000000, 0000000, 0000020, 0000000, 0000009, 0000126, 0000028, 0000000, 0000000, 0000004, 0000000, 0000000, 0000001, 0000116, 0000000, 0000000, 0000000, 0000000, 0000001, 0000021, 0000048, 0000001, 0000000, 0000013, 0000002, 0000016
רכסים, 0000922, 0005102, 0004343, 0000017, 0004326, 0000050, 0001849, 0000000, 0000000, 0000002, 0000000, 0000000, 0000003, 0000000, 0000000, 0000138, 0000002, 0000013, 0000253, 0000005, 0000000, 0000000, 0000032, 0000000, 0000000, 0000000, 0000094, 0000076, 0000000, 0000000, 0000001, 0000001, 0000029, 0000020, 0000000, 0000000, 0000007, 0000001, 0001750
רם-און, 0001069, 0000552, 0000457, 0000000, 0000457, 0000161, 0000002, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000000, 0000003, 0000020, 0000000, 0000010, 0000040, 0000026, 0000000, 0000000, 0000004, 0000000, 0000000, 0000001, 0000136, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000041, 0000000, 0000000, 0000000, 0000000, 0000003
רמות השבים, 0000206, 0001072, 0000824, 0000003, 0000821, 0000158, 0000004, 0000000, 0000000, 0000001, 0000000, 0000002, 0000018, 0000000, 0000003, 0000021, 0000000, 0000020, 0000065, 0000135, 0000000, 0000001, 0000003, 0000000, 0000000, 0000000, 0000278, 0000001, 0000000, 0000000, 0000000, 0000000, 0000006, 0000091, 0000000, 0000001, 0000007, 0000001, 0000005
רמות מאיר, 0000735, 0000522, 0000367, 0000001, 0000366, 0000087, 0000001, 0000001, 0000000, 0000001, 0000000, 0000001, 0000003, 0000000, 0000001, 0000030, 0000000, 0000010, 0000053, 0000039, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000090, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000025, 0000000, 0000000, 0000004, 0000000, 0000015
רמות מנשה, 0000445, 0000752, 0000597, 0000006, 0000591, 0000139, 0000001, 0000000, 0000000, 0000000, 0000000, 0000002, 0000010, 0000000, 0000001, 0000006, 0000000, 0000004, 0000022, 0000195, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000142, 0000000, 0000000, 0000000, 0000000, 0000000, 0000004, 0000054, 0000000, 0000001, 0000009, 0000001, 0000000
רמות נפתלי, 0000372, 0000403, 0000293, 0000002, 0000291, 0000058, 0000001, 0000000, 0000000, 0000001, 0000000, 0000001, 0000008, 0000000, 0000001, 0000025, 0000000, 0000026, 0000055, 0000011, 0000000, 0000000, 0000008, 0000000, 0000001, 0000000, 0000047, 0000000, 0000000, 0000000, 0000000, 0000000, 0000006, 0000022, 0000000, 0000000, 0000005, 0000003, 0000012
רמות, 0004702, 0000414, 0000324, 0000003, 0000321, 0000081, 0000003, 0000000, 0000000, 0000001, 0000000, 0000000, 0000004, 0000000, 0000001, 0000015, 0000000, 0000007, 0000038, 0000014, 0000000, 0000000, 0000002, 0000000, 0000000, 0000000, 0000112, 0000000, 0000000, 0000000, 0000000, 0000000, 0000007, 0000027, 0000000, 0000000, 0000007, 0000002, 0000000
רמלה, 0008500, 0050254, 0028249, 0000692, 0027557, 0002028, 0000114, 0000719, 0000006, 0000026, 0000011, 0000986, 0000058, 0000000, 0000051, 0002127, 0000115, 0000361, 0009387, 0000352, 0000021, 0000008, 0000358, 0000017, 0002076, 0000009, 0002091, 0000311, 0000066, 0000000, 0000068, 0000016, 0000289, 0000901, 0000030, 0000032, 0000223, 0000056, 0004644
רמת גן, 0008600, 0122041, 0080862, 0000680, 0080182, 0013831, 0000661, 0000018, 0000004, 0000086, 0000008, 0000259, 0001117, 0000000, 0000145, 0005949, 0000207, 0002256, 0018206, 0005441, 0000009, 0000020, 0000979, 0000018, 0000021, 0000161, 0018476, 0000375, 0000030, 0000000, 0000014, 0000030, 0001154, 0005863, 0000037, 0000049, 0000961, 0000230, 0003567
רמת דוד, 0000135, 0000315, 0000282, 0000003, 0000279, 0000116, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000006, 0000000, 0000001, 0000016, 0000000, 0000001, 0000018, 0000035, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000063, 0000001, 0000000, 0000000, 0000000, 0000000, 0000003, 0000011, 0000000, 0000000, 0000001, 0000002, 0000002
רמת הכובש, 0000184, 0000602, 0000454, 0000002, 0000452, 0000156, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000015, 0000000, 0000000, 0000007, 0000000, 0000030, 0000017, 0000083, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000092, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000037, 0000000, 0000000, 0000004, 0000000, 0000001
רמת השופט, 0000335, 0000610, 0000437, 0000002, 0000435, 0000132, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000016, 0000000, 0000000, 0000003, 0000000, 0000010, 0000021, 0000135, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000078, 0000001, 0000000, 0000000, 0000000, 0000001, 0000002, 0000028, 0000000, 0000000, 0000005, 0000001, 0000000
רמת השרון, 0002650, 0035000, 0025704, 0000193, 0025511, 0004358, 0000785, 0000007, 0000001, 0000024, 0000000, 0000091, 0000313, 0000000, 0000030, 0000943, 0000005, 0000655, 0003940, 0002996, 0000068, 0000005, 0000158, 0000002, 0000001, 0000010, 0007271, 0000093, 0000009, 0000000, 0000002, 0000003, 0000253, 0002481, 0000004, 0000020, 0000240, 0000057, 0000686
רמת יוחנן, 0000178, 0000753, 0000529, 0000002, 0000527, 0000239, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000013, 0000000, 0000000, 0000022, 0000000, 0000013, 0000033, 0000055, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000078, 0000000, 0000000, 0000000, 0000000, 0000000, 0000005, 0000056, 0000000, 0000000, 0000007, 0000001, 0000001
רמת ישי, 0000122, 0005197, 0003952, 0000018, 0003934, 0000870, 0000003, 0000002, 0000000, 0000002, 0000000, 0000009, 0000059, 0000000, 0000003, 0000250, 0000002, 0000089, 0000854, 0000186, 0000000, 0000002, 0000055, 0000001, 0000000, 0000002, 0000960, 0000011, 0000000, 0000000, 0000000, 0000001, 0000069, 0000386, 0000002, 0000000, 0000046, 0000010, 0000060
רמת מגשימים, 0004701, 0000399, 0000328, 0000000, 0000328, 0000001, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000242, 0000000, 0000000, 0000042, 0000000, 0000000, 0000000, 0000021, 0000000, 0000000, 0000000, 0000006, 0000005, 0000000, 0000000, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000003, 0000000, 0000003
רמת צבי, 0000339, 0000387, 0000309, 0000001, 0000308, 0000112, 0000000, 0000000, 0000000, 0000000, 0000000, 0000001, 0000004, 0000000, 0000000, 0000032, 0000001, 0000003, 0000029, 0000020, 0000000, 0000000, 0000003, 0000000, 0000001, 0000001, 0000066, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000027, 0000000, 0000001, 0000001, 0000003, 0000003
רמת רזיאל, 0000460, 0000428, 0000328, 0000003, 0000325, 0000058, 0000001, 0000002, 0000000, 0000000, 0000000, 0000003, 0000006, 0000000, 0000000, 0000025, 0000000, 0000009, 0000053, 0000057, 0000000, 0000000, 0000003, 0000000, 0000000, 0000000, 0000061, 0000000, 0000000, 0000000, 0000000, 0000000, 0000009, 0000031, 0000000, 0000000, 0000003, 0000000, 0000004
רמת רחל, 0000127, 0000320, 0000246, 0000001, 0000245, 0000069, 0000001, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000015, 0000000, 0000010, 0000021, 0000044, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000058, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000016, 0000000, 0000000, 0000004, 0000001, 0000001
רנן, 0000789, 0000363, 0000235, 0000002, 0000233, 0000052, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000026, 0000000, 0000007, 0000059, 0000004, 0000000, 0000000, 0000000, 0000001, 0000000, 0000000, 0000032, 0000003, 0000000, 0000000, 0000000, 0000000, 0000002, 0000040, 0000001, 0000000, 0000004, 0000001, 0000001
רעים, 0000713, 0000330, 0000252, 0000000, 0000252, 0000114, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000027, 0000000, 0000000, 0000003, 0000001, 0000001, 0000008, 0000042, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000025, 0000000, 0000000, 0000000, 0000000, 0000000, 0000003, 0000023, 0000000, 0000000, 0000001, 0000000, 0000001
רעננה, 0008700, 0060053, 0041381, 0000228, 0041153, 0006616, 0000389, 0000005, 0000002, 0000039, 0000002, 0000079, 0000379, 0000000, 0000068, 0005616, 0000032, 0000752, 0007902, 0002893, 0000003, 0000006, 0000484, 0000004, 0000004, 0000009, 0010046, 0000243, 0000010, 0000000, 0000009, 0000015, 0000711, 0003026, 0000025, 0000019, 0000386, 0000067, 0001312
רקפת, 0001228, 0000588, 0000467, 0000000, 0000467, 0000160, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000000, 0000000, 0000019, 0000000, 0000010, 0000050, 0000065, 0000000, 0000000, 0000000, 0000000, 0000000, 0000000, 0000114, 0000000, 0000000, 0000000, 0000000, 0000000, 0000002, 0000041, 0000000, 0000000, 0000003, 0000001, 0000000
רשפון, 0000247, 0000861, 0000670, 0000002, 0000668, 0000111, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000010, 0000000, 0000001, 0000028, 0000000, 0000012, 0000080, 0000095, 0000000, 0000000, 0000003, 0000000, 0000000, 0000001, 0000234, 0000000, 0000000, 0000000, 0000000, 0000000, 0000008, 0000065, 0000000, 0000000, 0000014, 0000004, 0000000
רשפים, 0000437, 0000366, 0000281, 0000001, 0000280, 0000119, 0000000, 0000000, 0000000, 0000001, 0000000, 0000001, 0000007, 0000000, 0000001, 0000005, 0000000, 0000005, 0000006, 0000073, 0000000, 0000000, 0000001, 0000000, 0000000, 0000000, 0000041, 0000001, 0000000, 0000000, 0000000, 0000000, 0000001, 0000009, 0000000, 0000001, 0000007, 0000001, 0000000
